feature,shap_importance_class_Adequate,shap_importance_class_Effective,shap_importance_class_Ineffective
moving facial,0.0,0.0,0.0
moving,0.0,0.0,0.0
movies,0.0,0.0,0.0
movie,0.0,0.0,0.0
movements facial,0.0,0.0,0.0
movements,0.0,0.0,0.0
movement,0.0,0.0,0.0
moved,0.0,0.0,0.0
move like,0.0,0.0,0.0
mouth,0.0,0.0,0.0
mountains craters,0.0,0.0,0.0
mountains,0.0,0.0,0.0
motor,0.0,0.0,0.0
motivation,0.0,0.0,0.0
much,0.0,0.0,0.0
much better,0.0,0.0,0.0
musical,0.0,0.0,0.0
much easier,0.0,0.0,0.0
music,0.0,0.0,0.0
muscles model,0.0,0.0,0.0
muscles called,0.0,0.0,0.0
muscles,0.0,0.0,0.0
muscle,0.0,0.0,0.0
multiple peoples,0.0,0.0,0.0
multiple people,0.0,0.0,0.0
multiple opinions,0.0,0.0,0.0
multiple,0.0,0.0,0.0
mules,0.0,0.0,0.0
much worse,0.0,0.0,0.0
much work,0.0,0.0,0.0
much time,0.0,0.0,0.0
much say,0.0,0.0,0.0
much happier,0.0,0.0,0.0
need know,0.0,0.0,0.0
need learn,0.0,0.0,0.0
need make,0.0,0.0,0.0
notify driver,0.0,0.0,0.0
noticed,0.0,0.0,0.0
notice,0.0,0.0,0.0
notes,0.0,0.0,0.0
nose mouth,0.0,0.0,0.0
nose,0.0,0.0,0.0
north,0.0,0.0,0.0
normally,0.0,0.0,0.0
normal,0.0,0.0,0.0
none,0.0,0.0,0.0
nondemocratic method,0.0,0.0,0.0
nondemocratic,0.0,0.0,0.0
non,0.0,0.0,0.0
nominee,0.0,0.0,0.0
nobody,0.0,0.0,0.0
nixon jimmy,0.0,0.0,0.0
notify,0.0,0.0,0.0
november,0.0,0.0,0.0
nixon,0.0,0.0,0.0
nowadays,0.0,0.0,0.0
occasionally closest,0.0,0.0,0.0
occasionally,0.0,0.0,0.0
obviously,0.0,0.0,0.0
obvious,0.0,0.0,0.0
obtain,0.0,0.0,0.0
obstacles,0.0,0.0,0.0
objects,0.0,0.0,0.0
object,0.0,0.0,0.0
obama,0.0,0.0,0.0
numerous,0.0,0.0,0.0
numbers,0.0,0.0,0.0
number votes,0.0,0.0,0.0
number one,0.0,0.0,0.0
number members,0.0,0.0,0.0
number,0.0,0.0,0.0
nixon clinton,0.0,0.0,0.0
nine,0.0,0.0,0.0
need take,0.0,0.0,0.0
new friends,0.0,0.0,0.0
new computer,0.0,0.0,0.0
new,0.0,0.0,0.0
nevertheless,0.0,0.0,0.0
never know,0.0,0.0,0.0
never,0.0,0.0,0.0
neutral face,0.0,0.0,0.0
neutral,0.0,0.0,0.0
neighbor,0.0,0.0,0.0
negatively,0.0,0.0,0.0
negative,0.0,0.0,0.0
needs help,0.0,0.0,0.0
needs,0.0,0.0,0.0
needing,0.0,0.0,0.0
needed,0.0,0.0,0.0
need time,0.0,0.0,0.0
new electors,0.0,0.0,0.0
new ideas,0.0,0.0,0.0
night sky,0.0,0.0,0.0
new information,0.0,0.0,0.0
nice,0.0,0.0,0.0
next year,0.0,0.0,0.0
next time,0.0,0.0,0.0
next school,0.0,0.0,0.0
next president,0.0,0.0,0.0
next day,0.0,0.0,0.0
next,0.0,0.0,0.0
news,0.0,0.0,0.0
new york,0.0,0.0,0.0
new way,0.0,0.0,0.0
new things,0.0,0.0,0.0
new technology,0.0,0.0,0.0
new software,0.0,0.0,0.0
new president,0.0,0.0,0.0
new people,0.0,0.0,0.0
motivated,0.0,0.0,0.0
mostly assertions,0.0,0.0,0.0
ocean,0.0,0.0,0.0
may think,0.0,0.0,0.0
meant,0.0,0.0,0.0
means,0.0,0.0,0.0
mean,0.0,0.0,0.0
maybe even,0.0,0.0,0.0
may well,0.0,0.0,0.0
may want,0.0,0.0,0.0
may turn,0.0,0.0,0.0
may take,0.0,0.0,0.0
mostly,0.0,0.0,0.0
may seem,0.0,0.0,0.0
may say,0.0,0.0,0.0
may need,0.0,0.0,0.0
may like,0.0,0.0,0.0
may know,0.0,0.0,0.0
may help,0.0,0.0,0.0
may get,0.0,0.0,0.0
mechanical,0.0,0.0,0.0
mechanical computers,0.0,0.0,0.0
media,0.0,0.0,0.0
media markets,0.0,0.0,0.0
mentally,0.0,0.0,0.0
mental health,0.0,0.0,0.0
mental,0.0,0.0,0.0
men,0.0,0.0,0.0
members congressional,0.0,0.0,0.0
members,0.0,0.0,0.0
member house,0.0,0.0,0.0
member,0.0,0.0,0.0
meeting electors,0.0,0.0,0.0
meeting,0.0,0.0,0.0
meet new,0.0,0.0,0.0
meet edges,0.0,0.0,0.0
meet challenge,0.0,0.0,0.0
meet,0.0,0.0,0.0
medical,0.0,0.0,0.0
may find,0.0,0.0,0.0
may feel,0.0,0.0,0.0
may even,0.0,0.0,0.0
mars orbiter,0.0,0.0,0.0
mars global,0.0,0.0,0.0
mars face,0.0,0.0,0.0
mars created,0.0,0.0,0.0
mars could,0.0,0.0,0.0
markings hidden,0.0,0.0,0.0
markings,0.0,0.0,0.0
markets didnt,0.0,0.0,0.0
markets,0.0,0.0,0.0
many years,0.0,0.0,0.0
many ways,0.0,0.0,0.0
many times,0.0,0.0,0.0
many teachers,0.0,0.0,0.0
many students,0.0,0.0,0.0
many states,0.0,0.0,0.0
many schools,0.0,0.0,0.0
mars natural,0.0,0.0,0.0
mars would,0.0,0.0,0.0
may decide,0.0,0.0,0.0
martian,0.0,0.0,0.0
may cause,0.0,0.0,0.0
may believe,0.0,0.0,0.0
may argue,0.0,0.0,0.0
may also,0.0,0.0,0.0
may able,0.0,0.0,0.0
may,0.0,0.0,0.0
maximum,0.0,0.0,0.0
matters,0.0,0.0,0.0
matter,0.0,0.0,0.0
math,0.0,0.0,0.0
materials,0.0,0.0,0.0
material,0.0,0.0,0.0
massive,0.0,0.0,0.0
martian mesa,0.0,0.0,0.0
martian equivalent,0.0,0.0,0.0
mention,0.0,0.0,0.0
mentioned,0.0,0.0,0.0
mentions,0.0,0.0,0.0
model face,0.0,0.0,0.0
mobile,0.0,0.0,0.0
mixed emotions,0.0,0.0,0.0
mixed,0.0,0.0,0.0
mistakes,0.0,0.0,0.0
mistake,0.0,0.0,0.0
missions,0.0,0.0,0.0
mission,0.0,0.0,0.0
missing,0.0,0.0,0.0
missed,0.0,0.0,0.0
miss,0.0,0.0,0.0
mirror,0.0,0.0,0.0
minutes,0.0,0.0,0.0
minute,0.0,0.0,0.0
minimum,0.0,0.0,0.0
mine,0.0,0.0,0.0
model,0.0,0.0,0.0
model must,0.0,0.0,0.0
minds,0.0,0.0,0.0
modern sense,0.0,0.0,0.0
morning,0.0,0.0,0.0
moreover,0.0,0.0,0.0
mood,0.0,0.0,0.0
monument,0.0,0.0,0.0
months,0.0,0.0,0.0
month,0.0,0.0,0.0
money,0.0,0.0,0.0
monday november,0.0,0.0,0.0
monday,0.0,0.0,0.0
mona lisa,0.0,0.0,0.0
mona,0.0,0.0,0.0
moment,0.0,0.0,0.0
mom,0.0,0.0,0.0
modify lesson,0.0,0.0,0.0
modify,0.0,0.0,0.0
mindset,0.0,0.0,0.0
mind,0.0,0.0,0.0
mercury,0.0,0.0,0.0
middle butte,0.0,0.0,0.0
michael malin,0.0,0.0,0.0
michael,0.0,0.0,0.0
mgs,0.0,0.0,0.0
methods,0.0,0.0,0.0
method selecting,0.0,0.0,0.0
method choosing,0.0,0.0,0.0
method awarding,0.0,0.0,0.0
method,0.0,0.0,0.0
meters,0.0,0.0,0.0
metals,0.0,0.0,0.0
met,0.0,0.0,0.0
message,0.0,0.0,0.0
mesa common,0.0,0.0,0.0
mesa,0.0,0.0,0.0
mercury closer,0.0,0.0,0.0
middle,0.0,0.0,0.0
middle school,0.0,0.0,0.0
millions,0.0,0.0,0.0
might,0.0,0.0,0.0
million voters,0.0,0.0,0.0
million,0.0,0.0,0.0
miles,0.0,0.0,0.0
might want,0.0,0.0,0.0
might think,0.0,0.0,0.0
might take,0.0,0.0,0.0
might say,0.0,0.0,0.0
might need,0.0,0.0,0.0
might make,0.0,0.0,0.0
might like,0.0,0.0,0.0
might know,0.0,0.0,0.0
might get,0.0,0.0,0.0
might even,0.0,0.0,0.0
might call,0.0,0.0,0.0
might able,0.0,0.0,0.0
occur,0.0,0.0,0.0
oceans,0.0,0.0,0.0
plain idaho,0.0,0.0,0.0
people make,0.0,0.0,0.0
people really,0.0,0.0,0.0
people people,0.0,0.0,0.0
people opinions,0.0,0.0,0.0
people one,0.0,0.0,0.0
people need,0.0,0.0,0.0
people might,0.0,0.0,0.0
people may,0.0,0.0,0.0
people like,0.0,0.0,0.0
passing,0.0,0.0,0.0
people know,0.0,0.0,0.0
people help,0.0,0.0,0.0
people good,0.0,0.0,0.0
people going,0.0,0.0,0.0
people go,0.0,0.0,0.0
people give,0.0,0.0,0.0
people getting,0.0,0.0,0.0
people right,0.0,0.0,0.0
people say,0.0,0.0,0.0
people see,0.0,0.0,0.0
people state,0.0,0.0,0.0
peoples,0.0,0.0,0.0
people would,0.0,0.0,0.0
people world,0.0,0.0,0.0
people work,0.0,0.0,0.0
people wanted,0.0,0.0,0.0
people want,0.0,0.0,0.0
people voting,0.0,0.0,0.0
people voted,0.0,0.0,0.0
people vote,0.0,0.0,0.0
people use,0.0,0.0,0.0
people united,0.0,0.0,0.0
people think,0.0,0.0,0.0
people talk,0.0,0.0,0.0
people take,0.0,0.0,0.0
people still,0.0,0.0,0.0
people get,0.0,0.0,0.0
people feeling,0.0,0.0,0.0
people feel,0.0,0.0,0.0
people actually,0.0,0.0,0.0
peers,0.0,0.0,0.0
peer,0.0,0.0,0.0
pedigree,0.0,0.0,0.0
pedestrians,0.0,0.0,0.0
pc,0.0,0.0,0.0
paying attention,0.0,0.0,0.0
paying,0.0,0.0,0.0
pay close,0.0,0.0,0.0
pay attention,0.0,0.0,0.0
pay,0.0,0.0,0.0
paul eckman,0.0,0.0,0.0
paul,0.0,0.0,0.0
path,0.0,0.0,0.0
past,0.0,0.0,0.0
passionate,0.0,0.0,0.0
people able,0.0,0.0,0.0
people advice,0.0,0.0,0.0
people electoral,0.0,0.0,0.0
people agree,0.0,0.0,0.0
people dont,0.0,0.0,0.0
people different,0.0,0.0,0.0
people could,0.0,0.0,0.0
people consider,0.0,0.0,0.0
people community,0.0,0.0,0.0
people choose,0.0,0.0,0.0
people cars,0.0,0.0,0.0
people cant,0.0,0.0,0.0
people believe,0.0,0.0,0.0
people ask,0.0,0.0,0.0
people around,0.0,0.0,0.0
people arent,0.0,0.0,0.0
people america,0.0,0.0,0.0
people always,0.0,0.0,0.0
people also,0.0,0.0,0.0
peoples opinions,0.0,0.0,0.0
peoples votes,0.0,0.0,0.0
per,0.0,0.0,0.0
picking electors,0.0,0.0,0.0
picked,0.0,0.0,0.0
pick trash,0.0,0.0,0.0
pick president,0.0,0.0,0.0
pick,0.0,0.0,0.0
physically,0.0,0.0,0.0
physical,0.0,0.0,0.0
photos,0.0,0.0,0.0
photo,0.0,0.0,0.0
phones school,0.0,0.0,0.0
phones lunch,0.0,0.0,0.0
phones free,0.0,0.0,0.0
phones driving,0.0,0.0,0.0
phones class,0.0,0.0,0.0
phones,0.0,0.0,0.0
seek,0.0,0.0,0.0
picking,0.0,0.0,0.0
picks,0.0,0.0,0.0
phone policy,0.0,0.0,0.0
picture,0.0,0.0,0.0
plain,0.0,0.0,0.0
places,0.0,0.0,0.0
placed,0.0,0.0,0.0
place live,0.0,0.0,0.0
place founding,0.0,0.0,0.0
place examine,0.0,0.0,0.0
place,0.0,0.0,0.0
pixel,0.0,0.0,0.0
pieces,0.0,0.0,0.0
piece,0.0,0.0,0.0
pictures,0.0,0.0,0.0
picture ten,0.0,0.0,0.0
picture taken,0.0,0.0,0.0
picture face,0.0,0.0,0.0
picture actually,0.0,0.0,0.0
phone school,0.0,0.0,0.0
phone driving,0.0,0.0,0.0
per pixel,0.0,0.0,0.0
perhaps,0.0,0.0,0.0
perform community,0.0,0.0,0.0
perform,0.0,0.0,0.0
perfectly,0.0,0.0,0.0
perfect,0.0,0.0,0.0
percentage,0.0,0.0,0.0
percent voters,0.0,0.0,0.0
percent popular,0.0,0.0,0.0
percent happy,0.0,0.0,0.0
percent greenhouse,0.0,0.0,0.0
percent fearful,0.0,0.0,0.0
percent electoral,0.0,0.0,0.0
percent disgusted,0.0,0.0,0.0
percent carbon,0.0,0.0,0.0
percent angry,0.0,0.0,0.0
percent,0.0,0.0,0.0
performance,0.0,0.0,0.0
period time,0.0,0.0,0.0
phone call,0.0,0.0,0.0
periods,0.0,0.0,0.0
phone,0.0,0.0,0.0
pharaoh,0.0,0.0,0.0
persuade,0.0,0.0,0.0
perspectives,0.0,0.0,0.0
perspective,0.0,0.0,0.0
persons,0.0,0.0,0.0
personally think,0.0,0.0,0.0
personal,0.0,0.0,0.0
person would,0.0,0.0,0.0
person one,0.0,0.0,0.0
person might,0.0,0.0,0.0
person feeling,0.0,0.0,0.0
person could,0.0,0.0,0.0
person advice,0.0,0.0,0.0
person,0.0,0.0,0.0
passion,0.0,0.0,0.0
passengers,0.0,0.0,0.0
oceans could,0.0,0.0,0.0
online education,0.0,0.0,0.0
onto,0.0,0.0,0.0
online video,0.0,0.0,0.0
online students,0.0,0.0,0.0
online schooling,0.0,0.0,0.0
online school,0.0,0.0,0.0
online learning,0.0,0.0,0.0
online home,0.0,0.0,0.0
online courses,0.0,0.0,0.0
passenger cars,0.0,0.0,0.0
online course,0.0,0.0,0.0
online class,0.0,0.0,0.0
ones,0.0,0.0,0.0
one would,0.0,0.0,0.0
one way,0.0,0.0,0.0
one wants,0.0,0.0,0.0
one vote,0.0,0.0,0.0
open,0.0,0.0,0.0
opened,0.0,0.0,0.0
operating,0.0,0.0,0.0
operating vehicle,0.0,0.0,0.0
options,0.0,0.0,0.0
option students,0.0,0.0,0.0
option planetary,0.0,0.0,0.0
option,0.0,0.0,0.0
opposite,0.0,0.0,0.0
opposing,0.0,0.0,0.0
opposed,0.0,0.0,0.0
oppose john,0.0,0.0,0.0
oppose,0.0,0.0,0.0
opportunity take,0.0,0.0,0.0
opportunity,0.0,0.0,0.0
opportunities,0.0,0.0,0.0
opinions help,0.0,0.0,0.0
opinions,0.0,0.0,0.0
opinion think,0.0,0.0,0.0
one two,0.0,0.0,0.0
one time,0.0,0.0,0.0
one thing,0.0,0.0,0.0
older,0.0,0.0,0.0
okay,0.0,0.0,0.0
ok,0.0,0.0,0.0
ohio,0.0,0.0,0.0
oh,0.0,0.0,0.0
often referred,0.0,0.0,0.0
often,0.0,0.0,0.0
official,0.0,0.0,0.0
office federal,0.0,0.0,0.0
office,0.0,0.0,0.0
offers,0.0,0.0,0.0
offering,0.0,0.0,0.0
offered,0.0,0.0,0.0
offer distance,0.0,0.0,0.0
offer,0.0,0.0,0.0
odd,0.0,0.0,0.0
old,0.0,0.0,0.0
one another,0.0,0.0,0.0
one student,0.0,0.0,0.0
one brightest,0.0,0.0,0.0
one side,0.0,0.0,0.0
one reasons,0.0,0.0,0.0
one reason,0.0,0.0,0.0
one point,0.0,0.0,0.0
one persons,0.0,0.0,0.0
one person,0.0,0.0,0.0
one opinion,0.0,0.0,0.0
one one,0.0,0.0,0.0
one member,0.0,0.0,0.0
one many,0.0,0.0,0.0
one main,0.0,0.0,0.0
one extracurricular,0.0,0.0,0.0
one example,0.0,0.0,0.0
one day,0.0,0.0,0.0
one could,0.0,0.0,0.0
orbit,0.0,0.0,0.0
orbiter,0.0,0.0,0.0
orbiter camera,0.0,0.0,0.0
participate sports,0.0,0.0,0.0
participate least,0.0,0.0,0.0
participate extracurricular,0.0,0.0,0.0
participate activities,0.0,0.0,0.0
participate,0.0,0.0,0.0
partial driving,0.0,0.0,0.0
partial,0.0,0.0,0.0
partake,0.0,0.0,0.0
part,0.0,0.0,0.0
parks,0.0,0.0,0.0
parking,0.0,0.0,0.0
park,0.0,0.0,0.0
paris enforced,0.0,0.0,0.0
paris bans,0.0,0.0,0.0
paris,0.0,0.0,0.0
parents would,0.0,0.0,0.0
participate school,0.0,0.0,0.0
participated,0.0,0.0,0.0
parent,0.0,0.0,0.0
participating,0.0,0.0,0.0
passenger,0.0,0.0,0.0
passed,0.0,0.0,0.0
passage says,0.0,0.0,0.0
passage,0.0,0.0,0.0
pass,0.0,0.0,0.0
partys nominee,0.0,0.0,0.0
partys candidate,0.0,0.0,0.0
partys,0.0,0.0,0.0
party state,0.0,0.0,0.0
party selects,0.0,0.0,0.0
party,0.0,0.0,0.0
parts,0.0,0.0,0.0
parties,0.0,0.0,0.0
particular,0.0,0.0,0.0
participation,0.0,0.0,0.0
parents,0.0,0.0,0.0
paragraph states,0.0,0.0,0.0
orbiting,0.0,0.0,0.0
outdated irrational,0.0,0.0,0.0
outcomes,0.0,0.0,0.0
outcome electoral,0.0,0.0,0.0
outcome,0.0,0.0,0.0
ought overruled,0.0,0.0,0.0
ought,0.0,0.0,0.0
otherwise,0.0,0.0,0.0
others opinions,0.0,0.0,0.0
others might,0.0,0.0,0.0
others may,0.0,0.0,0.0
others,0.0,0.0,0.0
original,0.0,0.0,0.0
organized,0.0,0.0,0.0
organize,0.0,0.0,0.0
organization,0.0,0.0,0.0
order,0.0,0.0,0.0
outdated,0.0,0.0,0.0
outside,0.0,0.0,0.0
paragraph says,0.0,0.0,0.0
outside school,0.0,0.0,0.0
paragraph author,0.0,0.0,0.0
paragraph,0.0,0.0,0.0
papers,0.0,0.0,0.0
panama,0.0,0.0,0.0
painting,0.0,0.0,0.0
painted,0.0,0.0,0.0
paint,0.0,0.0,0.0
paid,0.0,0.0,0.0
pace,0.0,0.0,0.0
owner,0.0,0.0,0.0
overruled declaring,0.0,0.0,0.0
overruled,0.0,0.0,0.0
overcome,0.0,0.0,0.0
overall,0.0,0.0,0.0
outweigh,0.0,0.0,0.0
seeing,0.0,0.0,0.0
sent,0.0,0.0,0.0
seek advice,0.0,0.0,0.0
use,0.0,0.0,0.0
used,0.0,0.0,0.0
use technology,0.0,0.0,0.0
use phones,0.0,0.0,0.0
use phone,0.0,0.0,0.0
use class,0.0,0.0,0.0
use cell,0.0,0.0,0.0
use cars,0.0,0.0,0.0
usage,0.0,0.0,0.0
various forms,0.0,0.0,0.0
usa,0.0,0.0,0.0
us would,0.0,0.0,0.0
us students,0.0,0.0,0.0
us people,0.0,0.0,0.0
us many,0.0,0.0,0.0
us know,0.0,0.0,0.0
us humans,0.0,0.0,0.0
useful,0.0,0.0,0.0
useless,0.0,0.0,0.0
uses,0.0,0.0,0.0
using,0.0,0.0,0.0
variety,0.0,0.0,0.0
value insight,0.0,0.0,0.0
value,0.0,0.0,0.0
valuable,0.0,0.0,0.0
valleys mountains,0.0,0.0,0.0
valleys,0.0,0.0,0.0
valid,0.0,0.0,0.0
vacation,0.0,0.0,0.0
usually,0.0,0.0,0.0
using technology,0.0,0.0,0.0
using phones,0.0,0.0,0.0
using phone,0.0,0.0,0.0
using electoral,0.0,0.0,0.0
using cell,0.0,0.0,0.0
using cars,0.0,0.0,0.0
us chamber,0.0,0.0,0.0
upset,0.0,0.0,0.0
ups,0.0,0.0,0.0
unit,0.0,0.0,0.0
unhappy,0.0,0.0,0.0
unfortunately,0.0,0.0,0.0
unfair voters,0.0,0.0,0.0
unfair outdated,0.0,0.0,0.0
unfair,0.0,0.0,0.0
understanding,0.0,0.0,0.0
understand students,0.0,0.0,0.0
understand,0.0,0.0,0.0
uncomfortable,0.0,0.0,0.0
unable,0.0,0.0,0.0
ultimately,0.0,0.0,0.0
typically,0.0,0.0,0.0
types,0.0,0.0,0.0
type,0.0,0.0,0.0
two senators,0.0,0.0,0.0
unique,0.0,0.0,0.0
united,0.0,0.0,0.0
upon,0.0,0.0,0.0
united states,0.0,0.0,0.0
upcoming school,0.0,0.0,0.0
upcoming,0.0,0.0,0.0
unusual,0.0,0.0,0.0
unsafe,0.0,0.0,0.0
unrra,0.0,0.0,0.0
unnecessary,0.0,0.0,0.0
unmasking face,0.0,0.0,0.0
unmasking,0.0,0.0,0.0
unmanned,0.0,0.0,0.0
unlikely,0.0,0.0,0.0
unlike,0.0,0.0,0.0
unless,0.0,0.0,0.0
university,0.0,0.0,0.0
universal,0.0,0.0,0.0
units,0.0,0.0,0.0
various,0.0,0.0,0.0
vary,0.0,0.0,0.0
twin venus,0.0,0.0,0.0
video surgery,0.0,0.0,0.0
vinci,0.0,0.0,0.0
viking photos,0.0,0.0,0.0
viking,0.0,0.0,0.0
views,0.0,0.0,0.0
viewpoints,0.0,0.0,0.0
view,0.0,0.0,0.0
videos,0.0,0.0,0.0
video imagery,0.0,0.0,0.0
vary electors,0.0,0.0,0.0
video games,0.0,0.0,0.0
video conferencing,0.0,0.0,0.0
video conferences,0.0,0.0,0.0
video conference,0.0,0.0,0.0
video,0.0,0.0,0.0
victory,0.0,0.0,0.0
vice president,0.0,0.0,0.0
virtual,0.0,0.0,0.0
virtue,0.0,0.0,0.0
virtue malapportionment,0.0,0.0,0.0
virus,0.0,0.0,0.0
vote doesnt,0.0,0.0,0.0
vote congress,0.0,0.0,0.0
vote compared,0.0,0.0,0.0
vote candidate,0.0,0.0,0.0
vote also,0.0,0.0,0.0
volunteer,0.0,0.0,0.0
volleyball,0.0,0.0,0.0
volcanoes powerful,0.0,0.0,0.0
volcanoes,0.0,0.0,0.0
voices,0.0,0.0,0.0
voice,0.0,0.0,0.0
vital,0.0,0.0,0.0
visual,0.0,0.0,0.0
visits,0.0,0.0,0.0
visit,0.0,0.0,0.0
vice,0.0,0.0,0.0
venuss surface,0.0,0.0,0.0
venuss atmosphere,0.0,0.0,0.0
venus like,0.0,0.0,0.0
venus even,0.0,0.0,0.0
venus earth,0.0,0.0,0.0
venus dangerous,0.0,0.0,0.0
venus could,0.0,0.0,0.0
venus closest,0.0,0.0,0.0
venus author,0.0,0.0,0.0
venus also,0.0,0.0,0.0
venus,0.0,0.0,0.0
vehicles,0.0,0.0,0.0
vehicle hovering,0.0,0.0,0.0
vehicle,0.0,0.0,0.0
vaubans,0.0,0.0,0.0
vauban germany,0.0,0.0,0.0
vauban,0.0,0.0,0.0
varying,0.0,0.0,0.0
venus hottest,0.0,0.0,0.0
venus mars,0.0,0.0,0.0
venuss,0.0,0.0,0.0
venus may,0.0,0.0,0.0
venusian,0.0,0.0,0.0
venuse,0.0,0.0,0.0
venus would,0.0,0.0,0.0
venus worthy,0.0,0.0,0.0
venus worth,0.0,0.0,0.0
venus venus,0.0,0.0,0.0
venus value,0.0,0.0,0.0
venus three,0.0,0.0,0.0
venus surface,0.0,0.0,0.0
venus still,0.0,0.0,0.0
venus sometimes,0.0,0.0,0.0
venus second,0.0,0.0,0.0
venus probably,0.0,0.0,0.0
venus planet,0.0,0.0,0.0
venus one,0.0,0.0,0.0
two,0.0,0.0,0.0
twin,0.0,0.0,0.0
things like,0.0,0.0,0.0
thrown,0.0,0.0,0.0
tight,0.0,0.0,0.0
ties,0.0,0.0,0.0
tie electoral,0.0,0.0,0.0
tie,0.0,0.0,0.0
ticket,0.0,0.0,0.0
thus,0.0,0.0,0.0
thrown house,0.0,0.0,0.0
throw,0.0,0.0,0.0
time would,0.0,0.0,0.0
throughout school,0.0,0.0,0.0
throughout,0.0,0.0,0.0
threw,0.0,0.0,0.0
three weeks,0.0,0.0,0.0
three decades,0.0,0.0,0.0
three,0.0,0.0,0.0
thousands,0.0,0.0,0.0
tight races,0.0,0.0,0.0
till,0.0,0.0,0.0
time ago,0.0,0.0,0.0
time also,0.0,0.0,0.0
time time,0.0,0.0,0.0
time students,0.0,0.0,0.0
time student,0.0,0.0,0.0
time states,0.0,0.0,0.0
time school,0.0,0.0,0.0
time people,0.0,0.0,0.0
time money,0.0,0.0,0.0
time management,0.0,0.0,0.0
time make,0.0,0.0,0.0
time get,0.0,0.0,0.0
time fun,0.0,0.0,0.0
time family,0.0,0.0,0.0
time day,0.0,0.0,0.0
time consuming,0.0,0.0,0.0
time away,0.0,0.0,0.0
thoughts,0.0,0.0,0.0
thoughtful voters,0.0,0.0,0.0
thoughtful,0.0,0.0,0.0
think natural,0.0,0.0,0.0
think kids,0.0,0.0,0.0
think great,0.0,0.0,0.0
think good,0.0,0.0,0.0
think going,0.0,0.0,0.0
think get,0.0,0.0,0.0
think face,0.0,0.0,0.0
think electoral,0.0,0.0,0.0
think driverless,0.0,0.0,0.0
think could,0.0,0.0,0.0
think community,0.0,0.0,0.0
think change,0.0,0.0,0.0
think best,0.0,0.0,0.0
think aliens,0.0,0.0,0.0
things would,0.0,0.0,0.0
things people,0.0,0.0,0.0
think make,0.0,0.0,0.0
think people,0.0,0.0,0.0
thought would,0.0,0.0,0.0
think policy,0.0,0.0,0.0
thought,0.0,0.0,0.0
though mercury,0.0,0.0,0.0
though,0.0,0.0,0.0
thomas,0.0,0.0,0.0
thirty,0.0,0.0,0.0
third,0.0,0.0,0.0
thinks,0.0,0.0,0.0
thinking,0.0,0.0,0.0
think would,0.0,0.0,0.0
think use,0.0,0.0,0.0
think thats,0.0,0.0,0.0
think students,0.0,0.0,0.0
think single,0.0,0.0,0.0
think school,0.0,0.0,0.0
think right,0.0,0.0,0.0
time work,0.0,0.0,0.0
time year,0.0,0.0,0.0
twice,0.0,0.0,0.0
trips,0.0,0.0,0.0
truth,0.0,0.0,0.0
trusted vote,0.0,0.0,0.0
trusted,0.0,0.0,0.0
trust,0.0,0.0,0.0
truly,0.0,0.0,0.0
true,0.0,0.0,0.0
trouble,0.0,0.0,0.0
tried,0.0,0.0,0.0
times,0.0,0.0,0.0
trend,0.0,0.0,0.0
treated like,0.0,0.0,0.0
treated,0.0,0.0,0.0
travels earth,0.0,0.0,0.0
travels,0.0,0.0,0.0
traveling,0.0,0.0,0.0
travel,0.0,0.0,0.0
try,0.0,0.0,0.0
try get,0.0,0.0,0.0
try make,0.0,0.0,0.0
try new,0.0,0.0,0.0
twenty,0.0,0.0,0.0
tv,0.0,0.0,0.0
tutoring,0.0,0.0,0.0
tutor,0.0,0.0,0.0
turns,0.0,0.0,0.0
turning,0.0,0.0,0.0
turned,0.0,0.0,0.0
turn potential,0.0,0.0,0.0
turn elect,0.0,0.0,0.0
turn,0.0,0.0,0.0
tuesday first,0.0,0.0,0.0
tuesday,0.0,0.0,0.0
trying say,0.0,0.0,0.0
trying make,0.0,0.0,0.0
trying get,0.0,0.0,0.0
trash,0.0,0.0,0.0
transregional appeal,0.0,0.0,0.0
transregional,0.0,0.0,0.0
tossup,0.0,0.0,0.0
topic,0.0,0.0,0.0
top,0.0,0.0,0.0
tools,0.0,0.0,0.0
tool,0.0,0.0,0.0
took picture,0.0,0.0,0.0
took,0.0,0.0,0.0
tons,0.0,0.0,0.0
told,0.0,0.0,0.0
together,0.0,0.0,0.0
todays society,0.0,0.0,0.0
todays,0.0,0.0,0.0
tired,0.0,0.0,0.0
times sharper,0.0,0.0,0.0
times greater,0.0,0.0,0.0
times bigger,0.0,0.0,0.0
topics,0.0,0.0,0.0
tossup states,0.0,0.0,0.0
transportation,0.0,0.0,0.0
total,0.0,0.0,0.0
transport,0.0,0.0,0.0
trait,0.0,0.0,0.0
traffic jams,0.0,0.0,0.0
traffic jam,0.0,0.0,0.0
traffic,0.0,0.0,0.0
traditional,0.0,0.0,0.0
tracks,0.0,0.0,0.0
track,0.0,0.0,0.0
town,0.0,0.0,0.0
towards,0.0,0.0,0.0
tough,0.0,0.0,0.0
touched venus,0.0,0.0,0.0
touched,0.0,0.0,0.0
touch,0.0,0.0,0.0
totally,0.0,0.0,0.0
vote dont,0.0,0.0,0.0
vote election,0.0,0.0,0.0
vote electoral,0.0,0.0,0.0
worry,0.0,0.0,0.0
would able,0.0,0.0,0.0
worthy pursuit,0.0,0.0,0.0
worthy,0.0,0.0,0.0
worth,0.0,0.0,0.0
