feature,importance
dense,0.0
depending,0.0
defenses system,0.0
depends,0.0
depressed,0.0
depth,0.0
describe,0.0
describes,0.0
describing,0.0
deserve,0.0
design project,0.0
design projects,0.0
design summer,0.0
designed students,0.0
designed summer,0.0
designing,0.0
defy,0.0
defenses,0.0
dangers venus,0.0
debate,0.0
dark,0.0
data,0.0
date,0.0
day day,0.0
day school,0.0
day without,0.0
day would,0.0
days,0.0
dead,0.0
deal,0.0
dealing,0.0
dear,0.0
deaths,0.0
decades,0.0
defense electoral,0.0
decide election,0.0
decide president,0.0
decided,0.0
decides,0.0
deciding vote,0.0
decision making,0.0
declaring,0.0
decreased,0.0
decreed constitution,0.0
dedicated,0.0
deep,0.0
deepest,0.0
defense,0.0
costs,0.0
corrosive sulfuric,0.0
excel,0.0
comfort zone,0.0
college still,0.0
college vote,0.0
college votes,0.0
college voting,0.0
college way,0.0
college work,0.0
college would,0.0
colleges,0.0
colombia,0.0
columbia allocated,0.0
come back,0.0
comfort,0.0
comfort home,0.0
comfortable,0.0
college popular,0.0
coming,0.0
commerce,0.0
commerce aflcio,0.0
common around,0.0
communicate,0.0
communicating,0.0
communities,0.0
community services,0.0
companies,0.0
company,0.0
compare,0.0
competing,0.0
complain,0.0
college requires,0.0
college people,0.0
completed,0.0
cold,0.0
clear winner,0.0
clearly,0.0
clinton,0.0
close attention,0.0
close sea,0.0
closely,0.0
closer sun,0.0
closest distance,0.0
closest planet,0.0
clothes,0.0
clouds highly,0.0
cloudy,0.0
code,0.0
colleague,0.0
college might,0.0
collect,0.0
college also,0.0
college avoids,0.0
college best,0.0
college change,0.0
college electors,0.0
college even,0.0
college fair,0.0
college good,0.0
college invariably,0.0
college kept,0.0
college many,0.0
college may,0.0
complete assignment,0.0
completely driverless,0.0
corrosive,0.0
constructs,0.0
cons,0.0
consequences,0.0
consider lucky,0.0
consider state,0.0
consideration,0.0
considered,0.0
considering,0.0
consist,0.0
consists electors,0.0
conspiracy,0.0
constantly,0.0
constitution compromise,0.0
constitution district,0.0
constructs computer,0.0
connection,0.0
consuming,0.0
contact,0.0
content,0.0
continue learning,0.0
continues,0.0
control car,0.0
control electors,0.0
convenient,0.0
convey,0.0
convince,0.0
corner,0.0
correct,0.0
correctly,0.0
connections,0.0
connected,0.0
completing,0.0
conclusion think,0.0
completly,0.0
complex,0.0
complicated,0.0
comprehend,0.0
compromise,0.0
compromise election,0.0
computer constructs,0.0
computer could,0.0
computer software,0.0
concepts,0.0
concerns,0.0
conclude,0.0
conclusion electoral,0.0
condition,0.0
connect,0.0
conditions far,0.0
conditions venus,0.0
conduct,0.0
conference,0.0
conferences,0.0
confidence,0.0
confident,0.0
conflict,0.0
confused bored,0.0
confused electors,0.0
confusing,0.0
congress election,0.0
congressional delegation,0.0
desire,0.0
despised method,0.0
destination,0.0
email,0.0
electors treated,0.0
electors trusted,0.0
electors winning,0.0
electors would,0.0
electronics,0.0
electronics made,0.0
elementary,0.0
elementary school,0.0
eletoral,0.0
eliminate,0.0
elisabeth,0.0
elisabeth rosenthal,0.0
elses,0.0
emotion universal,0.0
electors pledged,0.0
emotions also,0.0
emotions like,0.0
enables,0.0
encounter,0.0
encounter earth,0.0
encouraged,0.0
end car,0.0
end day,0.0
endeavors,0.0
ended,0.0
energy,0.0
engage,0.0
english,0.0
electors selected,0.0
electors meeting,0.0
enjoyed,0.0
electing,0.0
effective human,0.0
effectively,0.0
effects,0.0
efficient,0.0
efficiently,0.0
egyptian,0.0
eight,0.0
either,0.0
either way,0.0
elctoral,0.0
elctoral college,0.0
elect president,0.0
elected president,0.0
electing president,0.0
electors generally,0.0
election electoral,0.0
election held,0.0
election kind,0.0
election process,0.0
elections people,0.0
electoral colleges,0.0
electorial college,0.0
electors chosen,0.0
electors could,0.0
electors elect,0.0
electors electoral,0.0
electors electors,0.0
electors equals,0.0
enjoyable,0.0
enjoying,0.0
detail,0.0
everyone different,0.0
event,0.0
events,0.0
eventually,0.0
ever since,0.0
every day,0.0
every four,0.0
every one,0.0
every person,0.0
every single,0.0
every state,0.0
every time,0.0
every year,0.0
everyday life,0.0
everyone else,0.0
even worse,0.0
everyone would,0.0
everyones,0.0
everyones president,0.0
everywhere,0.0
exact,0.0
exactly,0.0
examine,0.0
examine closely,0.0
example one,0.0
example students,0.0
example would,0.0
examples,0.0
exceed,0.0
evening star,0.0
even vote,0.0
enough time,0.0
equivalent butte,0.0
ensures,0.0
entertainment,0.0
entire,0.0
entirely,0.0
entitled,0.0
enviorment,0.0
enviroment,0.0
environment would,0.0
equally,0.0
equally intimidating,0.0
equals,0.0
equipment,0.0
equivalent,0.0
error,0.0
even small,0.0
erupting,0.0
erupting volcanoes,0.0
essay,0.0
established constitution,0.0
etc,0.0
ethic,0.0
even bestlaid,0.0
even better,0.0
even challenging,0.0
even get,0.0
even help,0.0
even know,0.0
even number,0.0
effect,0.0
educators,0.0
education system,0.0
dispute popular,0.0
disabilities,0.0
disadvantages,0.0
discovered,0.0
discuss,0.0
discussion,0.0
disgust,0.0
disgust fear,0.0
disgusted,0.0
disgusted percent,0.0
dislike,0.0
displays,0.0
dispute,0.0
dispute outcome,0.0
distant,0.0
direct election,0.0
distract,0.0
distracted,0.0
distracted driving,0.0
distraction,0.0
district columbia,0.0
diverse,0.0
diving,0.0
doctor,0.0
doctors,0.0
doesnt even,0.0
doesnt make,0.0
doesnt matter,0.0
doesnt mean,0.0
directions,0.0
dioxide blankets,0.0
educated,0.0
die,0.0
detect,0.0
determined,0.0
develop,0.0
developed,0.0
developing,0.0
development driverless,0.0
device,0.0
devices,0.0
didnt even,0.0
didnt get,0.0
didnt know,0.0
didnt see,0.0
didnt want,0.0
died,0.0
digital,0.0
diesel,0.0
differences,0.0
different ideas,0.0
different opinions,0.0
different point,0.0
different speeds,0.0
different things,0.0
different way,0.0
different ways,0.0
differently,0.0
difficulties,0.0
difficulty,0.0
diffrent,0.0
dog,0.0
dole,0.0
dole us,0.0
early,0.0
driveways,0.0
driving ban,0.0
driving car,0.0
driving cars,0.0
driving due,0.0
driving less,0.0
drop,0.0
drunk,0.0
due fact,0.0
due lack,0.0
due smog,0.0
dumb,0.0
earlier,0.0
earn,0.0
dollars,0.0
earth like,0.0
earth terms,0.0
earth venus,0.0
earthlike,0.0
earthlike planet,0.0
earthquakes,0.0
earthquakes frequent,0.0
earths twin,0.0
ease,0.0
eat,0.0
eating,0.0
economy,0.0
edges,0.0
drives,0.0
driverless car,0.0
driver take,0.0
driven,0.0
dome,0.0
dome takes,0.0
dont agree,0.0
dont always,0.0
dont believe,0.0
dont care,0.0
dont go,0.0
dont let,0.0
dont make,0.0
dont need,0.0
dont really,0.0
dont take,0.0
dont time,0.0
dont understand,0.0
dont vote,0.0
dosent,0.0
doubt,0.0
doubts,0.0
doubts expanded,0.0
dr huang,0.0
dr paul,0.0
drama,0.0
drastically,0.0
dream,0.0
driveless,0.0
driveless car,0.0
driveless cars,0.0
cleaning,0.0
classwork,0.0
classrooms,0.0
april mars,0.0
ap,0.0
apart,0.0
appeal,0.0
appear,0.0
appeared,0.0
appears,0.0
appears screen,0.0
applied,0.0
apply,0.0
applying,0.0
approach,0.0
approaches,0.0
appropriate,0.0
area,0.0
anyways,0.0
areas united,0.0
argued,0.0
argued electoral,0.0
arguement,0.0
argument electoral,0.0
arguments,0.0
arguments favor,0.0
around american,0.0
around degrees,0.0
around school,0.0
around world,0.0
art,0.0
artical,0.0
anywhere,0.0
anyway,0.0
article states,0.0
ancient,0.0
amendment constitution,0.0
american,0.0
american people,0.0
american west,0.0
americans,0.0
americas,0.0
among,0.0
amount people,0.0
amount time,0.0
amount votes,0.0
amount work,0.0
amounts,0.0
anachronism nondemocratic,0.0
andor,0.0
anytime,0.0
anger,0.0
anger disgust,0.0
animal,0.0
another planet,0.0
another student,0.0
another thing,0.0
another way,0.0
answer,0.0
anxiety,0.0
anxious,0.0
anybody,0.0
anymore,0.0
anything humans,0.0
article author,0.0
artifact,0.0
balance large,0.0
avoids,0.0
author also,0.0
author gives,0.0
author suggests,0.0
author talks,0.0
authors,0.0
auto,0.0
automatically,0.0
automobiles,0.0
available,0.0
average degrees,0.0
avoid,0.0
avoided,0.0
avoiding,0.0
avoids problem,0.0
attention road,0.0
award,0.0
awarding,0.0
awarding electoral,0.0
awards,0.0
awards electors,0.0
aware,0.0
away school,0.0
away stress,0.0
awesome,0.0
baby,0.0
back school,0.0
background,0.0
bad thing,0.0
audience,0.0
attention presidential,0.0
ask help,0.0
assignment,0.0
ask multiple,0.0
ask one,0.0
ask questions,0.0
ask someone,0.0
asking multiple,0.0
asking one,0.0
asking people,0.0
asks,0.0
asleep,0.0
assertions,0.0
assertions without,0.0
assign,0.0
assigning,0.0
assistance,0.0
attention campaign,0.0
associated,0.0
assume,0.0
astronomers,0.0
astronomers fascinated,0.0
atlantic,0.0
atleast,0.0
atmosphere almost,0.0
atmospheric pressure,0.0
attempt,0.0
attend class,0.0
attend online,0.0
attend school,0.0
attending school,0.0
always tense,0.0
always good,0.0
always defy,0.0
activity school,0.0
accustomed,0.0
achieve,0.0
acid,0.0
acid venuss,0.0
across,0.0
act,0.0
acting,0.0
action unit,0.0
actions,0.0
active,0.0
activities help,0.0
activities school,0.0
activities would,0.0
activity students,0.0
account,0.0
activity would,0.0
activitys,0.0
actual,0.0
actually shows,0.0
actually voting,0.0
ad appears,0.0
adapt,0.0
adding,0.0
addition,0.0
additional,0.0
adjust,0.0
administration,0.0
ads,0.0
accurate,0.0
according source,0.0
although may,0.0
able tell,0.0
able attend,0.0
able choose,0.0
able design,0.0
able get,0.0
able go,0.0
able help,0.0
able learn,0.0
able make,0.0
able participate,0.0
able play,0.0
able read,0.0
able see,0.0
able take,0.0
able use,0.0
according gallup,0.0
able work,0.0
abolish electoral,0.0
abolishing,0.0
abolishing electoral,0.0
absolutely,0.0
academic,0.0
academically,0.0
academics,0.0
accelerate,0.0
accept,0.0
accessible,0.0
accident,0.0
according article,0.0
adult,0.0
advance,0.0
advancements,0.0
also get,0.0
allotment electors,0.0
allow students,0.0
allowed use,0.0
allows much,0.0
alone,0.0
along names,0.0
alot people,0.0
aloud,0.0
already know,0.0
also able,0.0
also could,0.0
also dont,0.0
also electoral,0.0
also give,0.0
advantage,0.0
also gives,0.0
also good,0.0
also help,0.0
also helps,0.0
also human,0.0
also make,0.0
also many,0.0
also people,0.0
also says,0.0
also see,0.0
also would,0.0
alternative,0.0
although many,0.0
allotment,0.0
allocated electors,0.0
allocated,0.0
alike,0.0
adventure,0.0
advice one,0.0
advice others,0.0
advice people,0.0
advise,0.0
affect,0.0
affected,0.0
affects,0.0
afford,0.0
afraid,0.0
ago,0.0
ago venus,0.0
agree students,0.0
agreed,0.0
aid,0.0
air global,0.0
air pollution,0.0
air pressure,0.0
airplanes,0.0
alert,0.0
alien life,0.0
alien markings,0.0
alien monument,0.0
aliens created,0.0
aliens made,0.0
aliens real,0.0
aliens would,0.0
bad things,0.0
ball,0.0
classroom valuable,0.0
cars coming,0.0
carbide tested,0.0
carbon dioxide,0.0
career,0.0
careful,0.0
carefully,0.0
cares,0.0
carfree,0.0
carfree day,0.0
caring,0.0
carolina,0.0
carry,0.0
carrying,0.0
carrying state,0.0
cars could,0.0
car use,0.0
cars drive,0.0
cars driving,0.0
cars good,0.0
cars home,0.0
cars may,0.0
cars people,0.0
cars still,0.0
carter,0.0
carter bob,0.0
casts,0.0
catch,0.0
cattle boat,0.0
cause problems,0.0
car would,0.0
car move,0.0
cellphones,0.0
candidates electors,0.0
calm,0.0
came,0.0
campaign ad,0.0
campaign seventeen,0.0
campaigns,0.0
campus,0.0
candiate,0.0
candidate actually,0.0
candidate hope,0.0
candidate wins,0.0
candidate youre,0.0
candidates campaign,0.0
candidates dont,0.0
candidates political,0.0
car free,0.0
candidates ran,0.0
candidates share,0.0
canidates,0.0
capital,0.0
captured,0.0
car accident,0.0
car accidents,0.0
car always,0.0
car companies,0.0
car could,0.0
car culture,0.0
car drive,0.0
car driving,0.0
caused,0.0
center,0.0
ban clear,0.0
class room,0.0
choose states,0.0
choose want,0.0
chooses,0.0
choosing,0.0
choosing president,0.0
chosen candidates,0.0
circumstances,0.0
cities,0.0
citizen,0.0
citizens united,0.0
citizens vote,0.0
civilization,0.0
claims,0.0
class students,0.0
check,0.0
class teacher,0.0
class time,0.0
class work,0.0
class would,0.0
classes online,0.0
classes school,0.0
classes students,0.0
classes would,0.0
classified,0.0
classified six,0.0
classmates,0.0
classroom computer,0.0
classroom setting,0.0
childs,0.0
cheating,0.0
central,0.0
chamber simulating,0.0
century,0.0
century system,0.0
certainly,0.0
certainty,0.0
certainty outcome,0.0
certificate ascertainment,0.0
challenge presented,0.0
challenges,0.0
challenging,0.0
challenging clouds,0.0
challenging place,0.0
challenging planet,0.0
chamber commerce,0.0
chance winning,0.0
cheat,0.0
chances,0.0
change election,0.0
change electoral,0.0
change mind,0.0
change way,0.0
change world,0.0
changes,0.0
changing election,0.0
chaos,0.0
chaos venuss,0.0
character,0.0
characteristic,0.0
charge,0.0
calls,0.0
calling,0.0
called facial,0.0
bestlaid defenses,0.0
beneficial students,0.0
benefit online,0.0
benefit students,0.0
benifit,0.0
besides,0.0
best argument,0.0
best arguments,0.0
best decision,0.0
best friend,0.0
best option,0.0
best thing,0.0
best way,0.0
bestlaid,0.0
bet,0.0
believed,0.0
better chance,0.0
better choice,0.0
better choices,0.0
better decision,0.0
better grades,0.0
better one,0.0
better people,0.0
better place,0.0
better school,0.0
better students,0.0
better understanding,0.0
better way,0.0
better ways,0.0
believes,0.0
believe would,0.0
call parents,0.0
become president,0.0
bans driving,0.0
barely,0.0
base,0.0
baseball,0.0
basic,0.0
basic emotions,0.0
basic level,0.0
basis,0.0
basis reality,0.0
basketball,0.0
beacuse,0.0
beautiful,0.0
becasue,0.0
becoming,0.0
believe students,0.0
becoming confused,0.0
becuse,0.0
bed,0.0
beginning,0.0
begins,0.0
begins computer,0.0
behavior,0.0
behind wheel,0.0
beleive,0.0
beliefs,0.0
believe electoral,0.0
believe face,0.0
believe keep,0.0
beyond limited,0.0
biased,0.0
bicycle,0.0
brought,0.0
break school,0.0
break students,0.0
breaking,0.0
breaks,0.0
breath,0.0
bright,0.0
brightest points,0.0
bring phones,0.0
bring smile,0.0
bringing,0.0
brings,0.0
broken,0.0
brother,0.0
budget,0.0
big deal,0.0
build,0.0
building,0.0
built,0.0
bullied,0.0
bullying,0.0
bunch,0.0
bus,0.0
bush,0.0
business,0.0
calculate,0.0
calculation,0.0
california,0.0
call disaster,0.0
brakes,0.0
brake,0.0
brains,0.0
bradford plumer,0.0
big hit,0.0
big part,0.0
big states,0.0
bigger states,0.0
biggest,0.0
biggest election,0.0
bike,0.0
bikes,0.0
bill,0.0
bills,0.0
bit,0.0
blame,0.0
blankets,0.0
blimp,0.0
blimplike,0.0
board,0.0
bob,0.0
bob dole,0.0
body,0.0
bogota colombia,0.0
bomberger,0.0
book,0.0
books magazines,0.0
bother,0.0
bound,0.0
box,0.0
boy,0.0
exceeds,0.0
except,0.0
painted,0.0
make new,0.0
majority votes,0.0
make best,0.0
make choice,0.0
make community,0.0
make decisions,0.0
make difference,0.0
make easier,0.0
make face,0.0
make feel,0.0
make friends,0.0
make good,0.0
make kids,0.0
make look,0.0
make school,0.0
majority students,0.0
make sense,0.0
make something,0.0
make summer,0.0
make things,0.0
make us,0.0
makes sense,0.0
making decision,0.0
making mona,0.0
making students,0.0
making sure,0.0
malapportionment,0.0
malapportionment senate,0.0
malin,0.0
majority vote,0.0
majority people,0.0
mandatory,0.0
lower,0.0
looked like,0.0
loose,0.0
lose,0.0
lose virtue,0.0
loss,0.0
lost presidency,0.0
lot money,0.0
lot students,0.0
lot things,0.0
lot time,0.0
louisiana,0.0
louisiana legislature,0.0
loved,0.0
lucky,0.0
majority electoral,0.0
lucky fiasco,0.0
luke bomberger,0.0
lunch free,0.0
lunch periods,0.0
lying,0.0
made look,0.0
made silicon,0.0
magazines radio,0.0
main reason,0.0
maine,0.0
mainly,0.0
maintain,0.0
major muscles,0.0
man,0.0
manner,0.0
look forward,0.0
may well,0.0
may even,0.0
may feel,0.0
may find,0.0
may get,0.0
may help,0.0
may know,0.0
may like,0.0
may need,0.0
may seem,0.0
may take,0.0
may think,0.0
may turn,0.0
may want,0.0
maybe even,0.0
may cause,0.0
meaning,0.0
meant,0.0
mechanical,0.0
mechanical computers,0.0
media,0.0
media markets,0.0
medical,0.0
meet challenge,0.0
meet edges,0.0
meet new,0.0
member house,0.0
members,0.0
members congressional,0.0
may decide,0.0
may believe,0.0
manufacturers,0.0
markings,0.0
many benefits,0.0
many different,0.0
many equally,0.0
many kids,0.0
many problems,0.0
many schools,0.0
many states,0.0
many teachers,0.0
many things,0.0
many times,0.0
many years,0.0
markets,0.0
markets didnt,0.0
markings hidden,0.0
may also,0.0
mars created,0.0
mars face,0.0
mars global,0.0
mars orbiter,0.0
mars would,0.0
martian equivalent,0.0
martian mesa,0.0
massive,0.0
materials,0.0
math,0.0
matters,0.0
maximum,0.0
may able,0.0
looked,0.0
longer,0.0
excited,0.0
learns,0.0
learn home,0.0
learn new,0.0
learn something,0.0
learners,0.0
learning allows,0.0
learning break,0.0
learning environment,0.0
learning experience,0.0
learning home,0.0
learning new,0.0
learning students,0.0
learning summer,0.0
learning would,0.0
least average,0.0
leading,0.0
least one,0.0
leave cars,0.0
leaves,0.0
leaving,0.0
led,0.0
legislature,0.0
legislature nearly,0.0
legislatures,0.0
legislatures technically,0.0
less likely,0.0
less stress,0.0
lesson like,0.0
lessons,0.0
learn better,0.0
leadership,0.0
let people,0.0
last long,0.0
landing,0.0
landing hours,0.0
landscape,0.0
landslide,0.0
language,0.0
large state,0.0
largely,0.0
largely oceans,0.0
larger,0.0
larger states,0.0
largest,0.0
largest media,0.0
last least,0.0
last reason,0.0
leaders,0.0
last year,0.0
lasted,0.0
lasted three,0.0
later,0.0
later life,0.0
latest,0.0
lava,0.0
lava dome,0.0
law,0.0
laws vary,0.0
laziness,0.0
lazy,0.0
lead us,0.0
let know,0.0
lets,0.0
long time,0.0
limited dangers,0.0
like said,0.0
like school,0.0
like something,0.0
like sports,0.0
like state,0.0
like students,0.0
like would,0.0
liked,0.0
likely dispute,0.0
likely get,0.0
likely lead,0.0
likely pay,0.0
likes,0.0
limits,0.0
like people,0.0
line,0.0
lips,0.0
lisa smile,0.0
list,0.0
listening,0.0
listing,0.0
little bit,0.0
lived texas,0.0
local,0.0
location,0.0
long ago,0.0
long enough,0.0
long run,0.0
like planet,0.0
like idea,0.0
lets say,0.0
life skills,0.0
letting,0.0
letting students,0.0
level,0.0
level earth,0.0
level electoral,0.0
levels,0.0
library,0.0
license plates,0.0
licenses,0.0
lie,0.0
life goes,0.0
life like,0.0
life mars,0.0
life would,0.0
like human,0.0
lifes,0.0
lifestyle,0.0
lifetime,0.0
light night,0.0
lighting,0.0
lightning,0.0
lightning strikes,0.0
lights,0.0
like could,0.0
like dont,0.0
like effective,0.0
like egyptian,0.0
like help,0.0
men,0.0
mental,0.0
mental health,0.0
oceans,0.0
number members,0.0
number one,0.0
number votes,0.0
numbers,0.0
numerous,0.0
objects,0.0
obstacles,0.0
obtain,0.0
obvious,0.0
obviously,0.0
occasionally,0.0
occasionally closest,0.0
ocean,0.0
oceans could,0.0
nowadays,0.0
odd,0.0
offered,0.0
offering,0.0
offers,0.0
office federal,0.0
official,0.0
often referred,0.0
oh,0.0
ohio,0.0
okay,0.0
old,0.0
older,0.0
one another,0.0
number,0.0
november,0.0
one brightest,0.0
nine,0.0
new information,0.0
new people,0.0
new president,0.0
new software,0.0
new technology,0.0
new way,0.0
news,0.0
next day,0.0
next school,0.0
next time,0.0
next year,0.0
nice,0.0
night sky,0.0
nixon clinton,0.0
notify driver,0.0
nixon jimmy,0.0
nobody,0.0
non,0.0
nondemocratic method,0.0
none,0.0
normal,0.0
normally,0.0
north,0.0
nose mouth,0.0
notes,0.0
notice,0.0
noticed,0.0
notify,0.0
one best,0.0
one could,0.0
mentally,0.0
others may,0.0
oppose,0.0
oppose john,0.0
opposing,0.0
opposite,0.0
option planetary,0.0
orbit,0.0
orbiter,0.0
orbiter camera,0.0
orbiting,0.0
organization,0.0
organize,0.0
organized,0.0
original,0.0
others might,0.0
opportunities,0.0
otherwise,0.0
ought,0.0
outcome,0.0
outcome electoral,0.0
outcomes,0.0
outdated irrational,0.0
outside school,0.0
outweigh,0.0
overcome,0.0
overruled declaring,0.0
owner,0.0
paid,0.0
paint,0.0
opportunity take,0.0
opinion think,0.0
one example,0.0
one time,0.0
one extracurricular,0.0
one main,0.0
one many,0.0
one member,0.0
one one,0.0
one opinion,0.0
one persons,0.0
one point,0.0
one reason,0.0
one reasons,0.0
one side,0.0
one student,0.0
one thing,0.0
one two,0.0
operating vehicle,0.0
one wants,0.0
one way,0.0
one would,0.0
ones,0.0
online course,0.0
online education,0.0
online home,0.0
online learning,0.0
online schooling,0.0
online students,0.0
onto,0.0
opened,0.0
operating,0.0
new ideas,0.0
new electors,0.0
new computer,0.0
model face,0.0
minimum,0.0
minute,0.0
minutes,0.0
mirror,0.0
miss,0.0
missed,0.0
missing,0.0
missions,0.0
mistake,0.0
mistakes,0.0
mixed,0.0
mixed emotions,0.0
mobile,0.0
model must,0.0
mindset,0.0
modern sense,0.0
modify,0.0
modify lesson,0.0
mom,0.0
monday november,0.0
month,0.0
monument,0.0
mood,0.0
moon,0.0
moreover,0.0
morning,0.0
mostly,0.0
mostly assertions,0.0
mine,0.0
minds,0.0
nevertheless,0.0
middle butte,0.0
mention,0.0
mentioned,0.0
mentions,0.0
mercury,0.0
mesa common,0.0
mess,0.0
met,0.0
metals,0.0
meters,0.0
method choosing,0.0
mgs,0.0
michael,0.0
michael malin,0.0
middle school,0.0
millions,0.0
might able,0.0
might call,0.0
might even,0.0
might get,0.0
might know,0.0
might like,0.0
might make,0.0
might need,0.0
might say,0.0
might take,0.0
might think,0.0
might want,0.0
million voters,0.0
mother,0.0
motivated,0.0
motor,0.0
need advice,0.0
nations,0.0
nationwide,0.0
natural land,0.0
natural landforms,0.0
naturally,0.0
nature,0.0
near,0.0
nearest,0.0
nearly,0.0
nearly succeeded,0.0
nebraska,0.0
necessarily,0.0
necessary,0.0
need change,0.0
move like,0.0
need get,0.0
need go,0.0
need know,0.0
need learn,0.0
need make,0.0
need take,0.0
needing,0.0
needs help,0.0
negatively,0.0
neighbor,0.0
neutral,0.0
neutral face,0.0
never know,0.0
national popular,0.0
nation,0.0
nasa would,0.0
nasa working,0.0
moved,0.0
movement,0.0
movements,0.0
movements facial,0.0
movie,0.0
movies,0.0
moving facial,0.0
mr,0.0
much basis,0.0
much easier,0.0
much happier,0.0
much say,0.0
much time,0.0
much work,0.0
much worse,0.0
mules,0.0
multiple peoples,0.0
muscles called,0.0
muscles model,0.0
music,0.0
musical,0.0
must move,0.0
must participate,0.0
named,0.0
names,0.0
names respective,0.0
nasa trying,0.0
landforms common,0.0
landform alien,0.0
land venus,0.0
get better,0.0
generally chosen,0.0
generation,0.0
generations,0.0
genericname,0.0
genericschool,0.0
geology,0.0
george,0.0
george bush,0.0
german,0.0
german suburb,0.0
get advice,0.0
get around,0.0
get back,0.0
get bored,0.0
gasoline,0.0
get car,0.0
get caught,0.0
get chance,0.0
get choose,0.0
get close,0.0
get confused,0.0
get distracted,0.0
get education,0.0
get electoral,0.0
get good,0.0
get help,0.0
get home,0.0
get hurt,0.0
general,0.0
gases,0.0
get job,0.0
front,0.0
forms,0.0
forms life,0.0
forth,0.0
forward,0.0
founding,0.0
founding fathers,0.0
fray,0.0
french,0.0
frequent,0.0
frequent lightning,0.0
friend feeling,0.0
friend genericname,0.0
friends family,0.0
frown,0.0
gas emissions,0.0
fuel,0.0
fully,0.0
function,0.0
functions,0.0
furthermore,0.0
gain,0.0
gained,0.0
gained planet,0.0
gaining,0.0
gallup,0.0
gallup poll,0.0
game,0.0
garbage,0.0
get information,0.0
get much,0.0
greenhouse gas,0.0
good way,0.0
gon na,0.0
good advice,0.0
good enough,0.0
good grade,0.0
good grades,0.0
good job,0.0
good opportunity,0.0
good people,0.0
good reason,0.0
good reasons,0.0
good students,0.0
good thing,0.0
good things,0.0
google,0.0
going help,0.0
gore popular,0.0
gotten,0.0
goverment,0.0
governor,0.0
governor prepares,0.0
gps,0.0
grade average,0.0
grading,0.0
graduate,0.0
great idea,0.0
great thing,0.0
great way,0.0
greece,0.0
going school,0.0
going around,0.0
get multiple,0.0
give students,0.0
get one,0.0
get people,0.0
get rid,0.0
get school,0.0
get see,0.0
get votes,0.0
get work,0.0
gets attention,0.0
getting advice,0.0
getting multiple,0.0
getting rid,0.0
girl,0.0
give people,0.0
give us,0.0
goes without,0.0
given opportunity,0.0
gives us,0.0
giving illusion,0.0
giving students,0.0
global city,0.0
global surveyor,0.0
go back,0.0
go get,0.0
go home,0.0
go venus,0.0
go vote,0.0
go wrong,0.0
goals,0.0
formed shadows,0.0
form isolated,0.0
forget,0.0
fake smile,0.0
facing,0.0
factor,0.0
factors,0.0
fahrenheit,0.0
fahrenheit atmospheric,0.0
failed,0.0
failing,0.0
fails,0.0
fair people,0.0
fairly,0.0
faithless,0.0
faithless electors,0.0
fake,0.0
fall behind,0.0
facial expression,0.0
falling,0.0
false,0.0
familiar,0.0
familiar features,0.0
families,0.0
family friends,0.0
family member,0.0
famous,0.0
fantastic,0.0
far away,0.0
far extreme,0.0
farm,0.0
fascinated,0.0
facial muscles,0.0
facial action,0.0
forever,0.0
explanation,0.0
exciting,0.0
exercise,0.0
expand,0.0
expanded meet,0.0
expect,0.0
expectations,0.0
expected,0.0
expensive,0.0
experiment,0.0
experts,0.0
explained,0.0
explaining,0.0
explains,0.0
exposed,0.0
faced,0.0
express political,0.0
expresses,0.0
expressing,0.0
expression,0.0
expressive,0.0
extra curricular,0.0
extreme anything,0.0
eye,0.0
eyes nose,0.0
face alien,0.0
face could,0.0
face created,0.0
face major,0.0
fascinated venus,0.0
fast,0.0
faster,0.0
flaws,0.0
final decision,0.0
final reason,0.0
find new,0.0
fined,0.0
finished,0.0
first monday,0.0
first place,0.0
first time,0.0
fit,0.0
fits,0.0
five reasons,0.0
fixed,0.0
flawed,0.0
flew,0.0
fate,0.0
flew cydonia,0.0
flexibility,0.0
flexible,0.0
float,0.0
float fray,0.0
fly,0.0
focused,0.0
focusing tight,0.0
follow,0.0
following,0.0
football,0.0
force,0.0
forces,0.0
final,0.0
film,0.0
filled,0.0
fill,0.0
father,0.0
fathers established,0.0
fault,0.0
favor keeping,0.0
favor mostly,0.0
favorite,0.0
fear,0.0
fear sadness,0.0
fearful,0.0
fearful percent,0.0
feature,0.0
features,0.0
features valleys,0.0
federal register,0.0
feed,0.0
feel better,0.0
feel comfortable,0.0
feeling simply,0.0
feels,0.0
feet,0.0
fell,0.0
fellow,0.0
fencing,0.0
fewer,0.0
fiasco biggest,0.0
fight,0.0
fights,0.0
green,0.0
grocery,0.0
land surface,0.0
injured,0.0
increases,0.0
increasing,0.0
incredibly,0.0
indefensible,0.0
indefensible electoral,0.0
independence,0.0
independent,0.0
induces,0.0
industry,0.0
ineffective,0.0
influence,0.0
inform,0.0
informed,0.0
innovation,0.0
including,0.0
innovations,0.0
input,0.0
inside,0.0
insight,0.0
insight gained,0.0
inspire,0.0
instructions,0.0
instructor,0.0
insurance,0.0
intended,0.0
interact,0.0
interactions,0.0
interesting,0.0
increased,0.0
includes familiar,0.0
intimidating,0.0
impediments,0.0
identify,0.0
identify human,0.0
identify mixed,0.0
ii,0.0
illegal,0.0
illness,0.0
illusion eyes,0.0
im going,0.0
image first,0.0
imagery,0.0
images,0.0
imagination,0.0
imagination innovation,0.0
impediments like,0.0
includes,0.0
implement,0.0
